	Study name	Outcome	PERSON	Sample size        	Correlation	Cor.Joe	Fisher's Z	Z.Joe	Std Err	Std.Err.Joe	t	df	p	Full Reference	Long Dup	raw r?	Study	SEX	Best?	Best.Joe	AGE	East/West	setting2	Setting	1st	2nd	3rd	4th	aveORonlyR	aveDVs	Country	Concern	Test	p-value	
185	FCM08AB	AggBeh	.	355	0.16		0.161386696		5.33E-02					"Ferguson, C. J., Cruz, A. M., Martinez, D., Rueda, S. M., Ferguson, D. E., & Negy, C. (2008). Personality, parental, and media influences on aggressive personality and violent crime in young adults. Journal of Aggression, Maltreatment & Trauma, 17, 395-414."	Blank	y	1	MF	y		Adult	West	Nonexp	Nonexp	0.16	0.03	.	.	0.0956	"BW,VC"	US				
186	FCM08ABs	AggBeh	.	355	0.0899		0.090143372		5.33E-02					"Ferguson, C. J., Cruz, A. M., Martinez, D., Rueda, S. M., Ferguson, D. E., & Negy, C. (2008). Personality, parental, and media influences on aggressive personality and violent crime in young adults. Journal of Aggression, Maltreatment & Trauma, 17, 395-414."	Blank	n	1	MF	y		Adult	West	Nonexp	NonexpS	0.0899	0.0185	.	.	0.0543	"BW,VC"	US				
192	FRC08AB1c	AggBeh	First	51	0.205		0.207946366		0.144337567					"Ferguson, C. J., Rueda, S. M., Cruz, A. M., Ferguson, D. E., Fritz, S., & Smith, S. M. (2008). Violent video games and aggression: Causal relationship or byproduct of family violence and intrinsic violence motivation? Criminal Justice and Behavior, 35, 311-332."	Blank	y	1	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.205	.	US				
194	FRC08AB2	AggBeh	.	428	0.215		0.218407819		4.85E-02					"Ferguson, C. J., Rueda, S. M., Cruz, A. M., Ferguson, D. E., Fritz, S., & Smith, S. M. (2008). Violent video games and aggression: Causal relationship or byproduct of family violence and intrinsic violence motivation? Criminal Justice and Behavior, 35, 311-332."	Blank	y	2	MF	y		Adult	West	Nonexp	Nonexp	0.21	0.22	0.11	0.1	0.1607	"TA,VC"	US				
195	FRC08AB2s	AggBeh	.	428	0.1158		0.116321817		4.85E-02					"Ferguson, C. J., Rueda, S. M., Cruz, A. M., Ferguson, D. E., Fritz, S., & Smith, S. M. (2008). Violent video games and aggression: Causal relationship or byproduct of family violence and intrinsic violence motivation? Criminal Justice and Behavior, 35, 311-332."	Blank	n	2	MF	y		Adult	West	Nonexp	NonexpS	0.1107	0.1208	0.0155	0.0014	0.0624	"TA,VC"	US				
205	GG08AB3	AggBeh	.	1441	0.26		0.266108407		2.64E-02					"Gentile, D. A. & Gentile, R. J. (2008). Violent video games as exemplary teachers: A conceptual analysis. Journal of Youth and Adolescence, 37, 127-141."	Blank	y	3	MF	y		Adult	West	Nonexp	Nonexp	0.26	0.16	0.24	.	0.2206	"BPp,prop,reactp"	US				
211	GLL04AB	AggBeh	.	572	0.264		0.270403228		4.19E-02					"Gentile, D.A., Lynch, P.L., Linder, J.R., & Walsh, D.A. (2004). The effects of violent video game habits on adolescent hostility, aggressive behaviors, and school performance. Journal of Adolescence, 27, 5-22."	Blank	y	1	MF	y		Child	West	Nonexp	Nonexp	0.319	0.202	.	.	0.264	"fights,Tagg"	US				
212	GLL04ABs	AggBeh	.	500	0.1985		0.201170541		4.49E-02					"Gentile, D.A., Lynch, P.L., Linder, J.R., & Walsh, D.A. (2004). The effects of violent video game habits on adolescent hostility, aggressive behaviors, and school performance. Journal of Adolescence, 27, 5-22."	Blank	n	1	MF	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.1985	fights	US				
261	KMD05AB	AggBeh	.	54	0.4027		0.426867365		0.140028008					"Kronenberger, W. G., Mathews, V. P., Dunn, D. W., Wang, Y., Wood, E. A., Larsen, J. J., Rembusch, Lowe, M. J., Giauque, A. L., & Lurito, J. T. (2005a). Aggressive Behavior, 31, 201-216."	Blank	n	1	MF	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.4027	.	US				
330	P08AB	AggBeh	.	106	0.14		0.140925576		9.85E-02					"Powell, C. L. (2008). College men's psychological and physiological responses associated with violent video game play. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 69(4-B), 2008, pp. 2673."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.14	.	US				
421	US04AB	AggBeh	.	116	0.33		0.342828254		9.41E-02					"Uhlmann, E., & Swanson, J. (2004). Exposure to violent video games increases implicit aggressiveness. Journal of Adolescence, 27, 41–52."	Blank	y	1	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.33	.	US				
422	US04ABcs	AggBeh	.	112	0.25		0.255412812		9.58E-02					"Uhlmann, E., & Swanson, J. (2004). Exposure to violent video games increases implicit aggressiveness. Journal of Adolescence, 27, 41–52."	Blank	n	1	MF	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.25	.	US				
12	ACF04AC4b	AggCog	.	806	0.294		0.302939119		3.53E-02					"Anderson, C. A., Carnagey, N. L., Flanagan, M., Benjamin, A. J., Eubanks, J., & Valentine, J. C. (2004). Violent video games: Specific effects of violent content on aggressive thoughts and behavior. Advances in Experimental Social Psychology, 36, 199-249."	Blank	y	4	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.294	.	US				
13	ACF04AC4bl	AggCog	.	806	0.1367		0.137561176		3.53E-02					"Anderson, C. A., Carnagey, N. L., Flanagan, M., Benjamin, A. J., Eubanks, J., & Valentine, J. C. (2004). Violent video games: Specific effects of violent content on aggressive thoughts and behavior. Advances in Experimental Social Psychology, 36, 199-249."	Blank	n	4	MF	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.1367	.	US				
50	AGB07AC2	AggCog	.	188	0.335		0.348449765		7.35E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.335	.	US				
51	AGB07AC2F	AggCog	.	109	0.256		0.261823156		9.71E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	F	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.256	.	US				
52	AGB07AC2M	AggCog	.	76	0.138		0.138886172		0.117041147					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	M	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.138	.	US				
53	AGB07AC3	AggCog	.	351	0.183		0.185084885		5.36E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.183	"T1,T2"	US				
54	AGB07AC3F	AggCog	.	166	0.124		0.12464147		7.83E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	F	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.124	"T1,T2"	US				
56	AGB07AC3M	AggCog	.	180	0.175		0.17682002		7.52E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	M	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.175	"T1,T2"	US				
115	BSD05AC1	AggCog	.	200	0.03		3.00E-02		7.12E-02					"Bartholow, B. D., Sestir, M. A. & Davis, M. D. (2005).  Correlates and consequences of exposure to videogame violence:  Hostile personality, empathy, and aggressive behavior.  Personality and Social Psychology Bulletin, 31, 1573-1586."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.03	.	US				
163	EML06AC	AggCog	.	446	0.172		0.173726908		0.047511434					"Eyal, K., Metzger, M. J., Lingsweiler, R. W., Mahood, C., & Yao, M. Z. (2006). Aggressive political opinions and exposure to violent media. Mass Communication & Society, 9, 399-427."	Blank	y	1	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.172	.	US				
164	EML06ACs	AggCog	.	446	0.012		1.20E-02		0.047511434					"Eyal, K., Metzger, M. J., Lingsweiler, R. W., Mahood, C., & Yao, M. Z. (2006). Aggressive political opinions and exposure to violent media. Mass Communication & Society, 9, 399-427."	Blank	n	1	MF	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.012	.	US				
169	FBJ03AC	AggCog	.	66	0.02		2.00E-02		0.125988158					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	Blank	y	1	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.02	.	US				
174	FBJ03ACs	AggCog	.	66	0.0757		7.58E-02		0.125988158					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	Blank	n	1	MF	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.0757	.	US				
181	FBP04AC	AggCog	.	150	0.3		0.309519604		8.25E-02					"Funk, J.B., Baldacci, H.B., Pasold, T., & Baumgardner, J. (2004). Violence Exposure in Real-life, Video Games, Television,  Movies, and the Internet: Is There Desensitization?  Journal of Adolescence, 27, 23-39."	Blank	y	1	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.3	.	US				
182	FBP04ACs	AggCog	.	150	0.26		0.266108407		8.25E-02					"Funk, J.B., Baldacci, H.B., Pasold, T., & Baumgardner, J. (2004). Violence Exposure in Real-life, Video Games, Television,  Movies, and the Internet: Is There Desensitization?  Journal of Adolescence, 27, 23-39."	Blank	n	1	MF	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.26	.	US				
206	GG08AC2	AggCog	.	572	0.157		0.158309385		4.19E-02					"Gentile, D. A. & Gentile, R. J. (2008). Violent video games as exemplary teachers: A conceptual analysis. Journal of Youth and Adolescence, 37, 127-141."	Blank	y	2	MF	y		Child	West	Nonexp	Nonexp	0.163	0.15	.	.	0.157	"HAB,CM-Hattr"	US				
207	GG08AC3	AggCog	.	1441	0.12		0.120581028		2.64E-02					"Gentile, D. A. & Gentile, R. J. (2008). Violent video games as exemplary teachers: A conceptual analysis. Journal of Youth and Adolescence, 37, 127-141."	Blank	y	3	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.12	.	US				
423	US04ACc	AggCog	.	114	0.28		0.287682072		9.49E-02					"Uhlmann, E., & Swanson, J. (2004). Exposure to violent video games increases implicit aggressiveness. Journal of Adolescence, 27, 41–52."	Blank	y	1	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.28	.	US				
424	US04ACcs	AggCog	.	111	0.23		0.234189467		9.62E-02					"Uhlmann, E., & Swanson, J. (2004). Exposure to violent video games increases implicit aggressiveness. Journal of Adolescence, 27, 41–52."	Blank	n	1	MF	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.23	.	US				
89	BBS06DS	Desen	.	34	-0.64		-0.758173745		0.179605302					"Bartholow, B. D., Bushman, B. J., & Sestir, M. A. (2006). Chronic violent video game exposure and desensitization to violence: Behavioral and event-related brain potential data. Journal of Experimental Social Psychology, 42, 532-539."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	.	.	.	.	-0.64	.	US				
116	BSD05EM1	Empathy	.	200	-0.33		-0.342828254		7.12E-02					"Bartholow, B. D., Sestir, M. A. & Davis, M. D. (2005).  Correlates and consequences of exposure to videogame violence:  Hostile personality, empathy, and aggressive behavior.  Personality and Social Psychology Bulletin, 31, 1573-1586."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	.	.	.	.	-0.33	.	US				
175	FBJ03EMc	Empathy	.	66	-0.04		-4.00E-02		0.125988158					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	Blank	y	1	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	-0.04	.	US				
176	FBJ03EMcs	Empathy	.	66	-0.274		-0.281183411		0.125988158					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	Blank	n	1	MF	y		Child	West	Nonexp	NonexpS	.	.	.	.	-0.274	.	US				
183	FBP04EM	Empathy	.	150	-0.24		-0.244774113		8.25E-02					"Funk, J.B., Baldacci, H.B., Pasold, T., & Baumgardner, J. (2004). Violence Exposure in Real-life, Video Games, Television,  Movies, and the Internet: Is There Desensitization?  Journal of Adolescence, 27, 23-39."	Blank	y	1	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	-0.24	.	US				
184	FBP04EMs	Empathy	.	150	-0.16		-0.161386696		8.25E-02					"Funk, J.B., Baldacci, H.B., Pasold, T., & Baumgardner, J. (2004). Violence Exposure in Real-life, Video Games, Television,  Movies, and the Internet: Is There Desensitization?  Journal of Adolescence, 27, 23-39."	Blank	n	1	MF	y		Child	West	Nonexp	NonexpS	.	.	.	.	-0.16	.	US				
59	AGB07PB3	ProsBeh	.	352	-0.316		-0.327197097		5.35E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	-0.316	"T1,T2"	US				
60	AGB07PB3F	ProsBeh	.	165	-0.246		-0.251150666		7.86E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	F	y		Child	West	Nonexp	NonexpS	.	.	.	.	-0.246	"T1,T2"	US				
62	AGB07PB3M	ProsBeh	.	182	-0.205		-0.207946366		7.47E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	M	y		Child	West	Nonexp	NonexpS	.	.	.	.	-0.205	"T1,T2"	US				
1	A87AA	AggAff	Third	60	0.012		1.20E-02		0.132453236					"Austin, L. H. (1987). The effects of playing video games with aggressive features.Dissertation: The Fielding Institute,"	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.012	.	US				
5	ACF04AA2e	AggAff	First	184	0.0453		0.045331025		7.43E-02					"Anderson, C. A., Carnagey, N. L., Flanagan, M., Benjamin, A. J., Eubanks, J., & Valentine, J. C. (2004). Violent video games: Specific effects of violent content on aggressive thoughts and behavior. Advances in Experimental Social Psychology, 36, 199-249."	NB	y	2	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.0453	.	US				
6	ACF04AA3	AggAff	First	204	0.016		1.60E-02		7.05E-02					"Anderson, C. A., Carnagey, N. L., Flanagan, M., Benjamin, A. J., Eubanks, J., & Valentine, J. C. (2004). Violent video games: Specific effects of violent content on aggressive thoughts and behavior. Advances in Experimental Social Psychology, 36, 199-249."	NB	y	3	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.016	.	US				
18	AD00AA2	AggAff	First	210	0.071		7.11E-02		6.95E-02					"Anderson, C. A., & Dill, K. E. (2000). Video games and aggressive thoughts, feelings, and behavior in the laboratory and in life. Journal of Personality and Social Psychology, 78, 772-790."	NB	y	2	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.071	.	US				
67	B00AA	AggAff	Third	40	0.176		0.177851799		0.164398987					"Brooks, M. C. (2000). Press start: Exploring the effects of violent video games on boys. Dissertation Abstracts International Section B: The Sciences and Engineering, 60(12-B), 6419."	NB	y	1	M	n	y	Child	West	Exp	Exp	.	.	.	.	0.176	.	US				Moto Racer does not involve violence despite 2010 report.
70	B06AA	AggAff	Third	100	0.181		0.183016366		0.101534617					"Brady, S. (2006). Impact of violence exposure on hostility, physiological arousal, and health in youth. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 66(9-B), 2006, pp. 5079."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	0.181	.	US				
90	BHB07AA	AggAff	First	99	0.27		0.276863823		0.102062073					"Barlett, C. P., Harris,R.J., & Baldassaro, R. M. (2007). The longer you play, the most hostile you feel: Examination of first person shooter video games and aggression during video game play. Aggressive Behavior, 33, 1-12"	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.27	.	US				
121	C95AA	AggAff	Third	123	-0.1715		-0.173211711		9.13E-02					"Cohn, L. B. (1995). Violent video games: Aggression, arousal, and desensitization in young adolescent boys. Dissertation: University of Southern California, Los Angeles: CA."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	-0.1715	.	US				
144	CT94AA	AggAff	First	24	0.084		8.42E-02		0.21821789					"Calvert, S. L., & Tan, S. (1994). Impact of virtual reality on young Adult’ physiological arousal and aggressive thoughts: Interaction versus observation. Journal of Applied Developmental Psychology, 15, 125-139."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.084	.	US				
188	FKN06AA	AggAff	both	179	0.072		7.21E-02		7.54E-02					"Farrar, K., Krcmar, M., Nowak, K. (2006). Contextual Features of Violent Video Games, Mental Models, and Aggression. Journal of Communication. Vol 56(2), Jun 2006, pp. 387-405."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.072	.	US				
218	H94AA	AggAff	Third	32	-0.01		-1.00E-02		0.185695338					"Hoffman, K. D. (1994). Effects of playing versus witnessing video game violence on attitudes toward aggression and acceptance of violence as a means of conflict resolution. Dissertation: University of Alabama, Tuscaloosa, AL."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	-0.01	.	US				
279	M07AA	AggAff	Third	71	-0.015		-1.50E-02		0.121267813					"Moore, C.N. (2007). An examination of psychological and cardiovascular responses to violent content in video games. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 67(8-B), 2007, pp. 4717."	NB	y	1	MF	n		Child	West	Exp	Exp	.	.	.	.	-0.015	.	US				
311	NC85AA	AggAff	Third	42	0.4537		0.489349517		0.160128154					"Nelson, T. M., & Carlson, D. R. (1985).  Determining factors in choice of arcade games and their consequences upon young male players.  Journal of Applied Social Psychology, 15, 124-139."	NB	y	1	M	n		Adult	West	Exp	Exp	0.366	0.512	.	.	0.4537	"macl,maacl"	US				
327	P06AA	AggAff	Third	46	0.081		8.12E-02		0.15249857					"Pusateri, J. (2006). The effects of video game violence on boys' articulated thoughts of aggressive behavioral intentions. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 67(4-B), 2006, pp. 2210."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	0.081	.	US				
429	W84AA	AggAff	Third	40	-0.078		-7.82E-02		0.164398987					"Walker, M. R. (1984). The effects of video games and TV/film violence on sugsequent aggression in male adolescents. Unpublished Dissertation. University of Southern Mississippi."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	-0.078	.	US				
2	A87AB	AggBeh	Third	60	0.0084		8.40E-03		0.132453236					"Austin, L. H. (1987). The effects of playing video games with aggressive features.Dissertation: The Fielding Institute, "	NB	y	1	MF	n		Adult	West	Exp	Exp	-0.1162	-0.025	0.0405	0.27	0.0084	eval. Of exp.	US				
71	B06AB	AggBeh	Third	100	0.208		0.211079993		0.101534617					"Brady, S. (2006). Impact of violence exposure on hostility, physiological arousal, and health in youth. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 66(9-B), 2006, pp. 5079."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	0.208	economic sharing?	US				same Ns as Brady & Mathews??
77	B87AB	AggBeh	Third	32	0.07		7.01E-02		0.185695338					"Brusa, J. A. (1987). Effects of video game playing on children's social behavior. Dissertation: De Paul University, Chicago, IL."	NB	y	1	MF	n		Child	West	Exp	Exp	.	.	.	.	0.07	prob not CRTT	US				
122	C95AB	AggBeh	Third	123	0.0282		2.82E-02		9.13E-02					"Cohn, L. B. (1995). Violent video games: Aggression, arousal, and desensitization in young adolescent boys. Dissertation: University of Southern California, Los Angeles: CA."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	0.0282	.	US				
193	FRC08AB1e	AggBeh	First	50	-0.094		-9.43E-02		0.145864991					"Ferguson, C. J., Rueda, S. M., Cruz, A. M., Ferguson, D. E., Fritz, S., & Smith, S. M. (2008). Violent video games and aggression: Causal relationship or byproduct of family violence and intrinsic violence motivation? Criminal Justice and Behavior, 35, 311-332."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	-0.094	.	US				
214	GSH87AB	AggBeh	both	73	-0.055		-0.055055559		0.119522861					"Graybill, D., Strawniak, M., Hunter, T., & O’Leary, M. (1987).  Effects of playing versus observing violent versus nonviolent video games on children’s aggression.  Psychology: A Quarterly Journal of Human Behavior, 24, 1-8."	NB	y	1	MF	n		Child	West	Exp	Exp	-0.1142	0.02	.	.	-0.055	#hurt/dur	US				
274	M03ABo	AggBeh	Third	24	-0.298		-0.307323247		0.21821789					"Meyers, K. S. (2003). Television and video game violence: Age differences and the combined effects of passive and interactive violent media. Dissertation Abstracts International Section B: The Sciences and Engineering, 63(11-B), 5551."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	-0.298	.	US				
275	M03ABy	AggBeh	Third	24	0.169		0.170637083		0.21821789					"Meyers, K. S. (2003). Television and video game violence: Age differences and the combined effects of passive and interactive violent media. Dissertation Abstracts International Section B: The Sciences and Engineering, 63(11-B), 5551."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	0.169	.	US				
332	PB02AB	AggBeh	Third	36	0.7888		1.068247366		0.174077656					"Panee, C. D., & Ballard, M. E. (2002). High versus Low Aggressive Priming During Video Game Training: Effects on violent action during game play, hostility, heart rate, and blood pressure. Journal of Applied Social Psychology, 32, 2458-2474."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	0.7888	this is NOT behavior!	US	1			Not behavior
389	SW87AB	AggBeh	Third	14	0.1613		0.162721136		0.301511345					"Silvern, S. B., & Williamson, P. A. (1987).  The effects of video game play on young children’s aggression, fantasy and prosocial behavior.  Journal of Applied Developmental Psychology, 8, 453-462."	NB	y	1	MF	n		Child	West	Exp	Exp	.	.	.	.	0.1613	free play observed	US				
430	W84AB	AggBeh	Third	40	-0.013		-1.30E-02		0.164398987					"Walker, M. R. (1984). The effects of video games and TV/film violence on sugsequent aggression in male adolescents. Unpublished Dissertation. University of Southern Mississippi."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	-0.013	.	US				
434	WNH87AB	AggBeh	.	56	-0.104		-0.104377407		0.137360564					"Winkel, M., Novak, D. M., & Hopson, M. (1987). Personality factors, subject gender and the effects of aggressive video games on aggression in adolescents, Journal of Research in Personality, 21, 211-223."	NB	y	1	MF	n		Child	West	Exp	Exp	.	.	.	.	-0.104	.	US				
446	WS05AB	AggBeh	Third	213	0.12		0.120581028		6.90E-02					"Williams, D. & Skoric, M. (2005). Internet fantasy violence: A test of aggression in an online game. Communication Monographs, 72, 217–233."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.12	.	US				
4	A92AC	AggCog	Third	45	0.0707		7.08E-02		0.15430335					"Alman, R. E. (1992).  Video games: Interaction vs. observation as sources of social learning.  "	NB	y	1	MF	n		Adult	West	Exp	Exp	0.0881	0.0533	.	.	0.0707	.	US				
68	B00AC	AggCog	Third	40	0.059		5.91E-02		0.164398987					"Brooks, M. C. (2000). Press start: Exploring the effects of violent video games on boys. Dissertation Abstracts International Section B: The Sciences and Engineering, 60(12-B), 6419."	NB	y	1	M	n	y	Child	West	Exp	Exp	.	.	.	.	0.059	.	US				Moto Racer does not involve violence despite 2010 report.
72	B06AC	AggCog	Third	100	0.133		0.133792642		0.101534617					"Brady, S. (2006). Impact of violence exposure on hostility, physiological arousal, and health in youth. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 66(9-B), 2006, pp. 5079."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	0.133	.	US				
91	BHB07AC	AggCog	First	99	0.22		0.223656109		0.102062073					"Barlett, C. P., Harris,R.J., & Baldassaro, R. M. (2007). The longer you play, the most hostile you feel: Examination of first person shooter video games and aggression during video game play. Aggressive Behavior, 33, 1-12"	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.22	.	US				
100	BM06AC1	AggCog	Third	50	-0.1633		-0.164775245		0.145864991					"Brady, S.S., & Mathews, K.A. (2006). Effects of media violence on health-related outcomes among young men. Archives of Pediatric & Adolescent Medicine, 160, 341-347."	NB	y	1	M	n		Adult	West	Exp	Exp	-0.2297	-0.0946	.	.	-0.1633	"atv,hab"	US				
101	BM06AC2	AggCog	Third	50	0.2182		0.221765343		0.145864991					"Brady, S.S., & Mathews, K.A. (2006). Effects of media violence on health-related outcomes among young men. Archives of Pediatric & Adolescent Medicine, 160, 341-347."	NB	y	1	M	n		Adult	West	Exp	Exp	0.2257	0.2107	.	.	0.2182	"atv,hab"	US				
145	CT94AC	AggCog	First	24	0.5		0.549306144		0.21821789					"Calvert, S. L., & Tan, S. (1994). Impact of virtual reality on young Adult’ physiological arousal and aggressive thoughts: Interaction versus observation. Journal of Applied Developmental Psychology, 15, 125-139."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.5	.	US				
170	FBJ03ACFo	AggCog	Third	10	0.0363		0.036315957		0.377964473					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	NB	y	1	F	n		Child	West	Exp	Exp	.	.	.	.	0.0363	.	US				
171	FBJ03ACFy	AggCog	Third	17	-0.0178		-1.78E-02		0.267261242					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	NB	y	1	F	n		Child	West	Exp	Exp	.	.	.	.	-0.0178	.	US				
172	FBJ03ACMo	AggCog	Third	25	0.1151		0.115612361		0.213200716					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	0.1151	.	US				
173	FBJ03ACMy	AggCog	Third	14	-0.0226		-2.26E-02		0.301511345					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	-0.0226	.	US				
189	FKN06AC	AggCog	both	179	0.149		0.150117575		7.54E-02					"Farrar, K., Krcmar, M., Nowak, K. (2006). Contextual Features of Violent Video Games, Mental Models, and Aggression. Journal of Communication. Vol 56(2), Jun 2006, pp. 387-405."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.149	.	US				
208	GKE85AC	AggCog	Third	116	0.5792		0.661258004		9.41E-02					"Graybill, D., Kirsch, J. R., & Esselman, E. D. (1985). Effects of playing violent versus nonviolent video games on the aggressive ideation of aggressive and nonaggressive children. Child Study Journal, 15, 199-205."	NB	y	1	MF	n		Child	West	Exp	Exp	0.915	0.498	-0.022	0.022	0.5792	"MC,p-f"	US				
